word,hecke_prime,a_p,hecke_cycle_degree_d,primitive_owner_count_at_degree,base_alpha_period_squared,quadratic_alpha_moment_Q_d,required_Q_d_lambda_a_p,lambda_a_p_moment_residual,lambda_a_p_moment_status,required_Q_d_lambda_a_p_squared,lambda_a_p_squared_moment_residual,lambda_a_p_squared_moment_status,required_Q_d_lambda_a_p_squared_minus_p,lambda_a_p_squared_minus_p_moment_residual,lambda_a_p_squared_minus_p_moment_status,secondary_control_role,quadratic_moment_criterion_scope,period_evidence_token
LRRLRRR,2,-2,1,1,0.40272306451744555,0.4027230645174482,-0.8054461290348911,1.2081691935523393,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,1.6108922580697822,1.208169193552334,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,0.8054461290348911,0.4027230645174429,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,A_P_SQUARED_MINUS_P_IS_AN_EXPLICIT_SECONDARY_NEGATIVE_CONTROL_NOT_THE_THEORETICAL_TARGET,NECESSARY_AND_SUFFICIENT_FOR_A_PREDECLARED_P_ONLY_SCALAR_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LRRLRRR,2,-2,2,1,0.40272306451744555,3.624507580657018,0.0,3.624507580657018,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,0.0,3.624507580657018,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,0.0,3.624507580657018,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,A_P_SQUARED_MINUS_P_IS_AN_EXPLICIT_SECONDARY_NEGATIVE_CONTROL_NOT_THE_THEORETICAL_TARGET,NECESSARY_AND_SUFFICIENT_FOR_A_PREDECLARED_P_ONLY_SCALAR_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LRRLRRR,3,-1,1,0,0.40272306451744555,0,-0.40272306451744555,0.40272306451744555,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,0.40272306451744555,0.40272306451744555,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,-0.8054461290348911,0.8054461290348911,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,A_P_SQUARED_MINUS_P_IS_AN_EXPLICIT_SECONDARY_NEGATIVE_CONTROL_NOT_THE_THEORETICAL_TARGET,NECESSARY_AND_SUFFICIENT_FOR_A_PREDECLARED_P_ONLY_SCALAR_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LRRLRRR,3,-1,2,2,0.40272306451744555,5.235399838726814,0.0,5.235399838726814,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,0.0,5.235399838726814,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,0.0,5.235399838726814,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,A_P_SQUARED_MINUS_P_IS_AN_EXPLICIT_SECONDARY_NEGATIVE_CONTROL_NOT_THE_THEORETICAL_TARGET,NECESSARY_AND_SUFFICIENT_FOR_A_PREDECLARED_P_ONLY_SCALAR_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LRRLRRR,5,1,1,1,0.40272306451744555,0.4027230645174453,0.40272306451744555,2.7755575615628914e-16,PASS_NUMERICAL_OBSERVATION,0.40272306451744555,2.7755575615628914e-16,PASS_NUMERICAL_OBSERVATION,-1.6108922580697822,2.0136153225872273,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,A_P_SQUARED_MINUS_P_IS_AN_EXPLICIT_SECONDARY_NEGATIVE_CONTROL_NOT_THE_THEORETICAL_TARGET,NECESSARY_AND_SUFFICIENT_FOR_A_PREDECLARED_P_ONLY_SCALAR_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LRRLRRR,5,1,5,1,0.40272306451744555,6.933347799794049e-33,0.0,6.933347799794049e-33,PASS_NUMERICAL_OBSERVATION,0.0,6.933347799794049e-33,PASS_NUMERICAL_OBSERVATION,0.0,6.933347799794049e-33,PASS_NUMERICAL_OBSERVATION,A_P_SQUARED_MINUS_P_IS_AN_EXPLICIT_SECONDARY_NEGATIVE_CONTROL_NOT_THE_THEORETICAL_TARGET,NECESSARY_AND_SUFFICIENT_FOR_A_PREDECLARED_P_ONLY_SCALAR_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LRRLRRR,7,-2,1,0,0.40272306451744555,0,-0.8054461290348911,0.8054461290348911,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,1.6108922580697822,1.6108922580697822,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,-1.2081691935523367,1.2081691935523367,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,A_P_SQUARED_MINUS_P_IS_AN_EXPLICIT_SECONDARY_NEGATIVE_CONTROL_NOT_THE_THEORETICAL_TARGET,NECESSARY_AND_SUFFICIENT_FOR_A_PREDECLARED_P_ONLY_SCALAR_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LRRLRRR,7,-2,4,2,0.40272306451744555,20.941599354907222,0.0,20.941599354907222,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,0.0,20.941599354907222,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,0.0,20.941599354907222,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,A_P_SQUARED_MINUS_P_IS_AN_EXPLICIT_SECONDARY_NEGATIVE_CONTROL_NOT_THE_THEORETICAL_TARGET,NECESSARY_AND_SUFFICIENT_FOR_A_PREDECLARED_P_ONLY_SCALAR_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LRRLRRR,13,4,1,0,0.40272306451744555,0,1.6108922580697822,1.6108922580697822,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,6.443569032279129,6.443569032279129,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,1.2081691935523367,1.2081691935523367,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,A_P_SQUARED_MINUS_P_IS_AN_EXPLICIT_SECONDARY_NEGATIVE_CONTROL_NOT_THE_THEORETICAL_TARGET,NECESSARY_AND_SUFFICIENT_FOR_A_PREDECLARED_P_ONLY_SCALAR_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LRRLRRR,13,4,7,2,0.40272306451744555,23.357937742011863,0.0,23.357937742011863,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,0.0,23.357937742011863,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,0.0,23.357937742011863,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,A_P_SQUARED_MINUS_P_IS_AN_EXPLICIT_SECONDARY_NEGATIVE_CONTROL_NOT_THE_THEORETICAL_TARGET,NECESSARY_AND_SUFFICIENT_FOR_A_PREDECLARED_P_ONLY_SCALAR_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
