primitive_axis_id,word,hecke_prime,cycle_id,hecke_cycle_degree_d,primitive_in_gamma0_11_exact,orientation_pair,zeta_repetition_r,frozen_s,primitive_base_length,repeated_base_length,primitive_alpha_period_squared,repeated_alpha_period_squared,log_series_weight_one_over_r,second_derivative_repetition_factor_r,canonical_pair_first_variation,ruelle_pair_second_variation_direct,ruelle_pair_second_variation_formula,ruelle_pair_formula_residual,frozen_stability_denominator,selberg_pair_second_variation_direct,selberg_pair_second_variation_formula,selberg_pair_formula_residual,orientation_pair_second_variation_status,owner_evidence_token,period_evidence_token
LRRLRRR|p=2|O=1,LRRLRRR,2,1,1,true,+1|-1,1,0.25,5.774541900715241,5.774541900715241,0.4027230645174482,0.4027230645174482,1.0,1,0.0,0.011883752416643915,0.011883752416643915,0.0,0.9968943799848582,0.011920773810385426,0.011920773810385426,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=2|O=1,LRRLRRR,2,1,1,true,+1|-1,2,0.25,5.774541900715241,11.549083801430482,0.4027230645174482,1.6108922580697929,0.5,2,0.0,0.005610746796210734,0.005610746796210734,0.0,0.9999903551243216,0.005610800911687984,0.005610800911687984,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=2|O=1,LRRLRRR,2,1,1,true,+1|-1,3,0.25,5.774541900715241,17.323625702145723,0.4027230645174482,3.6245075806570344,0.3333333333333333,3,0.0,0.0019867764726673397,0.0019867764726673397,0.0,0.9999999700466811,0.0019867765321778907,0.0019867765321778907,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=2|O=1,LRRLRRR,2,1,1,true,+1|-1,4,0.25,5.774541900715241,23.098167602860965,0.4027230645174482,6.443569032279171,0.25,4,0.0,0.0006253524048623267,0.0006253524048623267,0.0,0.9999999999069764,0.0006253524049204993,0.0006253524049204993,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=2|O=2,LRRLRRR,2,2,2,true,+1|-1,1,0.25,11.549083801430482,11.549083801430482,3.624507580657018,3.624507580657018,1.0,1,0.0,0.025248360582948194,0.025248360582948194,0.0,0.9999903551243216,0.025248604102595818,0.025248604102595818,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=2|O=2,LRRLRRR,2,2,2,true,+1|-1,2,0.25,11.549083801430482,23.098167602860965,3.624507580657018,14.498030322628072,0.5,2,0.0,0.002814085821880458,0.002814085821880458,0.0,0.9999999999069764,0.002814085822142234,0.002814085822142234,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=2|O=2,LRRLRRR,2,2,2,true,+1|-1,3,0.25,11.549083801430482,34.647251404291445,3.624507580657018,32.62056822591316,0.3333333333333333,3,0.0,0.00023523544192776815,0.00023523544192776815,0.0,0.9999999999999991,0.00023523544192776837,0.00023523544192776837,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=2|O=2,LRRLRRR,2,2,2,true,+1|-1,4,0.25,11.549083801430482,46.19633520572193,3.624507580657018,57.99212129051229,0.25,4,0.0,1.7478962505517756e-05,1.7478962505517756e-05,0.0,1.0,1.7478962505517756e-05,1.7478962505517756e-05,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=3|O=1,LRRLRRR,3,1,2,true,+1|-1,1,0.25,11.549083801430482,11.549083801430482,1.6108922580697873,1.6108922580697873,1.0,1,0.0,0.01122149359242143,0.01122149359242143,0.0,0.9999903551243216,0.01122160182337593,0.01122160182337593,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=3|O=1,LRRLRRR,3,1,2,true,+1|-1,2,0.25,11.549083801430482,23.098167602860965,1.6108922580697873,6.443569032279149,0.5,2,0.0,0.0012507048097246491,0.0012507048097246491,0.0,0.9999999999069764,0.0012507048098409942,0.0012507048098409942,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=3|O=1,LRRLRRR,3,1,2,true,+1|-1,3,0.25,11.549083801430482,34.647251404291445,1.6108922580697873,14.498030322628086,0.3333333333333333,3,0.0,0.0001045490853012304,0.00010454908530123039,1.3552527156068805e-20,0.9999999999999991,0.0001045490853012305,0.00010454908530123048,1.3552527156068805e-20,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=3|O=1,LRRLRRR,3,1,2,true,+1|-1,4,0.25,11.549083801430482,46.19633520572193,1.6108922580697873,25.774276129116597,0.25,4,0.0,7.76842778023012e-06,7.76842778023012e-06,0.0,1.0,7.76842778023012e-06,7.76842778023012e-06,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=3|O=2,LRRLRRR,3,2,2,true,+1|-1,1,0.25,11.549083801430482,11.549083801430482,3.6245075806570273,3.6245075806570273,1.0,1,0.0,0.02524836058294826,0.02524836058294826,0.0,0.9999903551243216,0.025248604102595884,0.025248604102595884,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=3|O=2,LRRLRRR,3,2,2,true,+1|-1,2,0.25,11.549083801430482,23.098167602860965,3.6245075806570273,14.498030322628109,0.5,2,0.0,0.002814085821880465,0.002814085821880465,0.0,0.9999999999069764,0.0028140858221422415,0.0028140858221422415,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=3|O=2,LRRLRRR,3,2,2,true,+1|-1,3,0.25,11.549083801430482,34.647251404291445,3.6245075806570273,32.620568225913246,0.3333333333333333,3,0.0,0.00023523544192776883,0.0002352354419277688,2.710505431213761e-20,0.9999999999999991,0.00023523544192776904,0.00023523544192776902,2.710505431213761e-20,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=3|O=2,LRRLRRR,3,2,2,true,+1|-1,4,0.25,11.549083801430482,46.19633520572193,3.6245075806570273,57.992121290512436,0.25,4,0.0,1.74789625055178e-05,1.74789625055178e-05,0.0,1.0,1.74789625055178e-05,1.74789625055178e-05,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=5|O=1,LRRLRRR,5,1,5,true,+1|-1,1,0.25,28.872709503576207,28.872709503576207,6.933347799794049e-33,6.933347799794049e-33,1.0,1,0.0,6.353871034810735e-37,6.353871034810735e-37,0.0,0.9999999999997111,6.353871034812571e-37,6.353871034812571e-37,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=5|O=1,LRRLRRR,5,1,5,true,+1|-1,2,0.25,28.872709503576207,57.745419007152414,6.933347799794049e-33,2.7733391199176196e-32,0.5,2,0.0,9.316521436459554e-40,9.316521436459554e-40,0.0,1.0,9.316521436459554e-40,9.316521436459554e-40,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=5|O=1,LRRLRRR,5,1,5,true,+1|-1,3,0.25,28.872709503576207,86.61812851072862,6.933347799794049e-33,6.240013019814644e-32,0.3333333333333333,3,0.0,1.0245435955554746e-42,1.0245435955554746e-42,0.0,1.0,1.0245435955554746e-42,1.0245435955554746e-42,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=5|O=1,LRRLRRR,5,1,5,true,+1|-1,4,0.25,28.872709503576207,115.49083801430483,6.933347799794049e-33,1.1093356479670479e-31,0.25,4,0.0,1.0015083527595564e-45,1.0015083527595564e-45,0.0,1.0,1.0015083527595564e-45,1.0015083527595564e-45,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=5|O=2,LRRLRRR,5,2,1,true,+1|-1,1,0.25,5.774541900715241,5.774541900715241,0.4027230645174453,0.4027230645174453,1.0,1,0.0,0.011883752416643828,0.011883752416643828,0.0,0.9968943799848582,0.01192077381038534,0.01192077381038534,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=5|O=2,LRRLRRR,5,2,1,true,+1|-1,2,0.25,5.774541900715241,11.549083801430482,0.4027230645174453,1.610892258069781,0.5,2,0.0,0.0056107467962106935,0.0056107467962106935,0.0,0.9999903551243216,0.005610800911687943,0.005610800911687943,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=5|O=2,LRRLRRR,5,2,1,true,+1|-1,3,0.25,5.774541900715241,17.323625702145723,0.4027230645174453,3.6245075806570077,0.3333333333333333,3,0.0,0.001986776472667325,0.0019867764726673254,4.336808689942018e-19,0.9999999700466811,0.001986776532177876,0.0019867765321778764,4.336808689942018e-19,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=5|O=2,LRRLRRR,5,2,1,true,+1|-1,4,0.25,5.774541900715241,23.098167602860965,0.4027230645174453,6.443569032279124,0.25,4,0.0,0.0006253524048623221,0.0006253524048623221,0.0,0.9999999999069764,0.0006253524049204946,0.0006253524049204946,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=7|O=1,LRRLRRR,7,1,4,true,+1|-1,1,0.25,23.098167602860965,23.098167602860965,14.498030322628065,14.498030322628065,1.0,1,0.0,0.005628171643760913,0.005628171643760913,0.0,0.9999999999069764,0.005628171644284466,0.005628171644284466,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=7|O=1,LRRLRRR,7,1,4,true,+1|-1,2,0.25,23.098167602860965,46.19633520572193,14.498030322628065,57.99212129051226,0.5,2,0.0,3.49579250110355e-05,3.49579250110355e-05,0.0,1.0,3.49579250110355e-05,3.49579250110355e-05,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=7|O=1,LRRLRRR,7,1,4,true,+1|-1,3,0.25,23.098167602860965,69.29450280858289,14.498030322628065,130.48227290365259,0.3333333333333333,3,0.0,1.628490474031502e-07,1.6284904740315022e-07,2.6469779601696886e-23,1.0,1.628490474031502e-07,1.6284904740315022e-07,2.6469779601696886e-23,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=7|O=1,LRRLRRR,7,1,4,true,+1|-1,4,0.25,23.098167602860965,92.39267041144386,14.498030322628065,231.96848516204903,0.25,4,0.0,6.743296814160109e-10,6.743296814160109e-10,0.0,1.0,6.743296814160109e-10,6.743296814160109e-10,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=7|O=2,LRRLRRR,7,2,4,true,+1|-1,1,0.25,23.098167602860965,23.098167602860965,6.443569032279158,6.443569032279158,1.0,1,0.0,0.0025014096194493018,0.0025014096194493018,0.0,0.9999999999069764,0.002501409619681992,0.002501409619681992,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=7|O=2,LRRLRRR,7,2,4,true,+1|-1,2,0.25,23.098167602860965,46.19633520572193,6.443569032279158,25.774276129116632,0.5,2,0.0,1.5536855560460265e-05,1.5536855560460265e-05,0.0,1.0,1.5536855560460265e-05,1.5536855560460265e-05,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=7|O=2,LRRLRRR,7,2,4,true,+1|-1,3,0.25,23.098167602860965,69.29450280858289,6.443569032279158,57.99212129051243,0.3333333333333333,3,0.0,7.237735440140029e-08,7.23773544014003e-08,1.3234889800848443e-23,1.0,7.237735440140029e-08,7.23773544014003e-08,1.3234889800848443e-23,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=7|O=2,LRRLRRR,7,2,4,true,+1|-1,4,0.25,23.098167602860965,92.39267041144386,6.443569032279158,103.09710451646653,0.25,4,0.0,2.9970208062933904e-10,2.9970208062933904e-10,0.0,1.0,2.9970208062933904e-10,2.9970208062933904e-10,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=13|O=1,LRRLRRR,13,1,7,true,+1|-1,1,0.25,40.42179330500669,40.42179330500669,19.733430161354825,19.733430161354825,1.0,1,0.0,0.00010077948872576697,0.00010077948872576697,0.0,1.0,0.00010077948872576697,0.00010077948872576697,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=13|O=1,LRRLRRR,13,1,7,true,+1|-1,2,0.25,40.42179330500669,80.84358661001338,19.733430161354825,78.9337206454193,0.5,2,0.0,8.234963928545656e-09,8.234963928545656e-09,0.0,1.0,8.234963928545656e-09,8.234963928545656e-09,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=13|O=1,LRRLRRR,13,1,7,true,+1|-1,3,0.25,40.42179330500669,121.26537991502006,19.733430161354825,177.60087145219342,0.3333333333333333,3,0.0,5.04675840504955e-13,5.046758405049551e-13,1.0097419586828951e-28,1.0,5.04675840504955e-13,5.046758405049551e-13,1.0097419586828951e-28,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=13|O=1,LRRLRRR,13,1,7,true,+1|-1,4,0.25,40.42179330500669,161.68717322002675,19.733430161354825,315.7348825816772,0.25,4,0.0,2.7492283034402653e-17,2.7492283034402653e-17,0.0,1.0,2.7492283034402653e-17,2.7492283034402653e-17,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=13|O=2,LRRLRRR,13,2,7,true,+1|-1,1,0.25,40.42179330500669,40.42179330500669,3.6245075806570375,3.6245075806570375,1.0,1,0.0,1.851051833738592e-05,1.851051833738592e-05,0.0,1.0,1.851051833738592e-05,1.851051833738592e-05,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=13|O=2,LRRLRRR,13,2,7,true,+1|-1,2,0.25,40.42179330500669,80.84358661001338,3.6245075806570375,14.49803032262815,0.5,2,0.0,1.5125443950390101e-09,1.5125443950390101e-09,0.0,1.0,1.5125443950390101e-09,1.5125443950390101e-09,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=13|O=2,LRRLRRR,13,2,7,true,+1|-1,3,0.25,40.42179330500669,121.26537991502006,3.6245075806570375,32.62056822591334,0.3333333333333333,3,0.0,9.269556254172714e-14,9.269556254172717e-14,2.524354896707238e-29,1.0,9.269556254172714e-14,9.269556254172717e-14,2.524354896707238e-29,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=13|O=2,LRRLRRR,13,2,7,true,+1|-1,4,0.25,40.42179330500669,161.68717322002675,3.6245075806570375,57.9921212905126,0.25,4,0.0,5.049603006318895e-18,5.049603006318895e-18,0.0,1.0,5.049603006318895e-18,5.049603006318895e-18,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRLLRLR|p=2|O=1,LLRLLRLR,2,1,3,true,+1|-1,1,0.25,21.661119904766984,21.661119904766984,1.6108922580697782,1.6108922580697782,1.0,1,0.0,0.0008956746768194804,0.0008956746768194804,0.0,0.999999999608533,0.0008956746771701075,0.0008956746771701075,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRLLRLR|p=2|O=1,LLRLLRLR,2,1,3,true,+1|-1,2,0.25,21.661119904766984,43.32223980953397,1.6108922580697782,6.443569032279113,0.5,2,0.0,7.968087227950964e-06,7.968087227950964e-06,0.0,1.0,7.968087227950964e-06,7.968087227950964e-06,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRLLRLR|p=2|O=1,LLRLLRLR,2,1,3,true,+1|-1,3,0.25,21.661119904766984,64.98335971430095,1.6108922580697782,14.498030322628004,0.3333333333333333,3,0.0,5.3164180909151376e-08,5.316418090915138e-08,6.617444900424222e-24,1.0,5.3164180909151376e-08,5.316418090915138e-08,6.617444900424222e-24,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LLRLLRLR|p=2|O=1,LLRLLRLR,2,1,3,true,+1|-1,4,0.25,21.661119904766984,86.64447961906794,1.6108922580697782,25.77427612911645,0.25,4,0.0,3.153055767904006e-10,3.153055767904006e-10,0.0,1.0,3.153055767904006e-10,3.153055767904006e-10,0.0,PROVED_ADDS_AND_IS_ORIENTATION_EVEN,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
