primitive_owner_id,word,hecke_prime,cycle_id,hecke_cycle_degree_d,primitive_in_gamma0_11_exact,orientation_sign,orientation_partner_id,zeta_repetition_r,frozen_s,primitive_base_length,repeated_base_length,primitive_alpha_period,repeated_alpha_period,log_series_weight_one_over_r,ruelle_log_term,ruelle_direct_first_variation,ruelle_cancelled_first_variation,ruelle_formula_residual,frozen_stability_denominator,selberg_log_term,selberg_direct_first_variation,selberg_cancelled_first_variation,selberg_formula_residual,orientation_pair_cancellation_status,owner_evidence_token,period_evidence_token
LRRLRRR|p=2|O=1|orientation=+1,LRRLRRR,2,1,1,true,1,LRRLRRR|p=2|O=1|orientation=-1,1,0.25,5.774541900715241,5.774541900715241,-0.6346046521397777,-0.6346046521397777,1.0,0.2360679774997897,0.037452459185648726,0.037452459185648726,0.0,0.9968943799848582,0.23680339887498947,0.03756913464214493,0.03756913464214493,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=2|O=1|orientation=+1,LRRLRRR,2,1,1,true,1,LRRLRRR|p=2|O=1|orientation=-1,2,0.25,5.774541900715241,11.549083801430482,-0.6346046521397777,-1.2692093042795554,0.5,0.02786404500042061,0.008841326292349516,0.008841326292349516,0.0,0.9999903551243216,0.027864313748262575,0.0088414115666649,0.0088414115666649,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=2|O=1|orientation=+1,LRRLRRR,2,1,1,true,1,LRRLRRR|p=2|O=1|orientation=-1,3,0.25,5.774541900715241,17.323625702145723,-0.6346046521397777,-1.903813956419333,0.3333333333333333,0.004385205832141614,0.002087154016250665,0.0020871540162506652,4.336808689942018e-19,0.9999999700466811,0.004385205963493087,0.0020871540787678567,0.002087154078767857,4.336808689942018e-19,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=2|O=1|orientation=+1,LRRLRRR,2,1,1,true,1,LRRLRRR|p=2|O=1|orientation=-1,4,0.25,5.774541900715241,23.098167602860965,-0.6346046521397777,-2.5384186085591107,0.25,0.0007764050037854648,0.0004927102273468576,0.0004927102273468576,0.0,0.9999999999069764,0.0007764050038576888,0.0004927102273926913,0.0004927102273926913,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=2|O=1|orientation=-1,LRRLRRR,2,1,1,true,-1,LRRLRRR|p=2|O=1|orientation=+1,1,0.25,5.774541900715241,5.774541900715241,0.6346046521397777,0.6346046521397777,1.0,0.2360679774997897,-0.037452459185648726,-0.037452459185648726,0.0,0.9968943799848582,0.23680339887498947,-0.03756913464214493,-0.03756913464214493,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=2|O=1|orientation=-1,LRRLRRR,2,1,1,true,-1,LRRLRRR|p=2|O=1|orientation=+1,2,0.25,5.774541900715241,11.549083801430482,0.6346046521397777,1.2692093042795554,0.5,0.02786404500042061,-0.008841326292349516,-0.008841326292349516,0.0,0.9999903551243216,0.027864313748262575,-0.0088414115666649,-0.0088414115666649,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=2|O=1|orientation=-1,LRRLRRR,2,1,1,true,-1,LRRLRRR|p=2|O=1|orientation=+1,3,0.25,5.774541900715241,17.323625702145723,0.6346046521397777,1.903813956419333,0.3333333333333333,0.004385205832141614,-0.002087154016250665,-0.0020871540162506652,4.336808689942018e-19,0.9999999700466811,0.004385205963493087,-0.0020871540787678567,-0.002087154078767857,4.336808689942018e-19,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=2|O=1|orientation=-1,LRRLRRR,2,1,1,true,-1,LRRLRRR|p=2|O=1|orientation=+1,4,0.25,5.774541900715241,23.098167602860965,0.6346046521397777,2.5384186085591107,0.25,0.0007764050037854648,-0.0004927102273468576,-0.0004927102273468576,0.0,0.9999999999069764,0.0007764050038576888,-0.0004927102273926913,-0.0004927102273926913,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=2|O=2|orientation=+1,LRRLRRR,2,2,2,true,1,LRRLRRR|p=2|O=2|orientation=-1,1,0.25,11.549083801430482,11.549083801430482,1.9038139564193288,1.9038139564193288,1.0,0.05572809000084122,-0.02652397887704849,-0.02652397887704849,0.0,0.9999903551243216,0.05572862749652515,-0.026524234699994636,-0.026524234699994636,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=2|O=2|orientation=+1,LRRLRRR,2,2,2,true,1,LRRLRRR|p=2|O=2|orientation=-1,2,0.25,11.549083801430482,23.098167602860965,1.9038139564193288,3.8076279128386576,0.5,0.0015528100075709295,-0.0014781306820405697,-0.0014781306820405697,0.0,0.9999999999069764,0.0015528100077153776,-0.0014781306821780708,-0.0014781306821780708,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=2|O=2|orientation=+1,LRRLRRR,2,2,2,true,1,LRRLRRR|p=2|O=2|orientation=-1,3,0.25,11.549083801430482,34.647251404291445,1.9038139564193288,5.711441869257986,0.3333333333333333,5.7690090570746485e-05,-8.23733996817617e-05,-8.23733996817617e-05,0.0,0.9999999999999991,5.769009057074654e-05,-8.237339968176177e-05,-8.237339968176177e-05,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=2|O=2|orientation=+1,LRRLRRR,2,2,2,true,1,LRRLRRR|p=2|O=2|orientation=-1,4,0.25,11.549083801430482,46.19633520572193,1.9038139564193288,7.615255825677315,0.25,2.4112189196124302e-06,-4.590512231140481e-06,-4.590512231140481e-06,0.0,1.0,2.4112189196124302e-06,-4.590512231140481e-06,-4.590512231140481e-06,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=2|O=2|orientation=-1,LRRLRRR,2,2,2,true,-1,LRRLRRR|p=2|O=2|orientation=+1,1,0.25,11.549083801430482,11.549083801430482,-1.9038139564193288,-1.9038139564193288,1.0,0.05572809000084122,0.02652397887704849,0.02652397887704849,0.0,0.9999903551243216,0.05572862749652515,0.026524234699994636,0.026524234699994636,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=2|O=2|orientation=-1,LRRLRRR,2,2,2,true,-1,LRRLRRR|p=2|O=2|orientation=+1,2,0.25,11.549083801430482,23.098167602860965,-1.9038139564193288,-3.8076279128386576,0.5,0.0015528100075709295,0.0014781306820405697,0.0014781306820405697,0.0,0.9999999999069764,0.0015528100077153776,0.0014781306821780708,0.0014781306821780708,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=2|O=2|orientation=-1,LRRLRRR,2,2,2,true,-1,LRRLRRR|p=2|O=2|orientation=+1,3,0.25,11.549083801430482,34.647251404291445,-1.9038139564193288,-5.711441869257986,0.3333333333333333,5.7690090570746485e-05,8.23733996817617e-05,8.23733996817617e-05,0.0,0.9999999999999991,5.769009057074654e-05,8.237339968176177e-05,8.237339968176177e-05,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=2|O=2|orientation=-1,LRRLRRR,2,2,2,true,-1,LRRLRRR|p=2|O=2|orientation=+1,4,0.25,11.549083801430482,46.19633520572193,-1.9038139564193288,-7.615255825677315,0.25,2.4112189196124302e-06,4.590512231140481e-06,4.590512231140481e-06,0.0,1.0,2.4112189196124302e-06,4.590512231140481e-06,4.590512231140481e-06,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
