row_id,representative_word,word_length,matrix,determinant,level3_membership,matrix_class,trace_re,trace_im,complex_length_re,holonomy_angle,trace_reconstruction_residual,symbolic_cyclic_class,symbolic_unoriented_class,symbolic_root,symbolic_repetition_exponent,exact_power_root_id,exact_power_exponent,primitive_status,orientation_pair_id,orientation,word_collision_multiplicity,trace_collision_multiplicity,parabolic_cusp_risk,conjugacy_scope,completeness_boundary,evidence_status
M4e40620ae85c6b26,U1m.U1m.L1.U1.L1,5,"[[-188,-57],[33,10]]",1,true,LOXODROMIC,-178,0,10.3635039742525,0,2.8421709430404e-14,L1.U1.L1.U1m.U1m,L1.U1.L1.U1m.U1m,U1m.U1m.L1.U1.L1,1,,1,PRIMITIVE_WITHIN_WORD_BALL_NOT_GROUP_CERTIFIED,Of6d041f47f0b63b8,CANONICAL,1,40,GLOBAL_CUSP_SCATTERING_TERMS_NOT_COMPUTED,SYMBOLIC_CYCLIC_CLASS_ONLY_NOT_FULL_GROUP_CONJUGACY,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION,NUMERICALLY_CERTIFIED
M2755121448b56e40,U1m.L1m.U1m.L1.L1,5,"[[-188,-33],[57,10]]",1,true,LOXODROMIC,-178,0,10.3635039742525,0,2.8421709430404e-14,L1.L1.U1m.L1m.U1m,L1.L1.U1m.L1m.U1m,U1m.L1m.U1m.L1.L1,1,,1,PRIMITIVE_WITHIN_WORD_BALL_NOT_GROUP_CERTIFIED,O8a51a22ba12fa789,CANONICAL,1,40,GLOBAL_CUSP_SCATTERING_TERMS_NOT_COMPUTED,SYMBOLIC_CYCLIC_CLASS_ONLY_NOT_FULL_GROUP_CONJUGACY,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION,NUMERICALLY_CERTIFIED
Mfea291a7af405744,Uim.Uim.Lim.Ui.Lim,5,"[[-188,-57i],[-33i,10]]",1,true,LOXODROMIC,-178,0,10.3635039742525,0,2.8421709430404e-14,Lim.Ui.Lim.Uim.Uim,Li.Ui.Ui.Li.Uim,Uim.Uim.Lim.Ui.Lim,1,,1,PRIMITIVE_WITHIN_WORD_BALL_NOT_GROUP_CERTIFIED,Oa5c8ffa416d7fe7f,CANONICAL,1,40,GLOBAL_CUSP_SCATTERING_TERMS_NOT_COMPUTED,SYMBOLIC_CYCLIC_CLASS_ONLY_NOT_FULL_GROUP_CONJUGACY,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION,NUMERICALLY_CERTIFIED
M0307abb60550fc86,Uim.Li.Uim.Lim.Lim,5,"[[-188,-33i],[-57i,10]]",1,true,LOXODROMIC,-178,0,10.3635039742525,0,2.8421709430404e-14,Li.Uim.Lim.Lim.Uim,Li.Li.Ui.Lim.Ui,Uim.Li.Uim.Lim.Lim,1,,1,PRIMITIVE_WITHIN_WORD_BALL_NOT_GROUP_CERTIFIED,O681e70d5790126cc,CANONICAL,1,40,GLOBAL_CUSP_SCATTERING_TERMS_NOT_COMPUTED,SYMBOLIC_CYCLIC_CLASS_ONLY_NOT_FULL_GROUP_CONJUGACY,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION,NUMERICALLY_CERTIFIED
Mf06e75a68f6646c8,Ui.Lim.Ui.Li.Li,5,"[[-188,33i],[57i,10]]",1,true,LOXODROMIC,-178,0,10.3635039742525,0,2.8421709430404e-14,Li.Li.Ui.Lim.Ui,Li.Li.Ui.Lim.Ui,Ui.Lim.Ui.Li.Li,1,,1,PRIMITIVE_WITHIN_WORD_BALL_NOT_GROUP_CERTIFIED,Oddc5bf8ca5aa5f94,CANONICAL,1,40,GLOBAL_CUSP_SCATTERING_TERMS_NOT_COMPUTED,SYMBOLIC_CYCLIC_CLASS_ONLY_NOT_FULL_GROUP_CONJUGACY,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION,NUMERICALLY_CERTIFIED
Mef8ed4b34607fd9e,Ui.Ui.Li.Uim.Li,5,"[[-188,57i],[33i,10]]",1,true,LOXODROMIC,-178,0,10.3635039742525,0,2.8421709430404e-14,Li.Ui.Ui.Li.Uim,Li.Ui.Ui.Li.Uim,Ui.Ui.Li.Uim.Li,1,,1,PRIMITIVE_WITHIN_WORD_BALL_NOT_GROUP_CERTIFIED,O56f7f783b167de03,CANONICAL,1,40,GLOBAL_CUSP_SCATTERING_TERMS_NOT_COMPUTED,SYMBOLIC_CYCLIC_CLASS_ONLY_NOT_FULL_GROUP_CONJUGACY,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION,NUMERICALLY_CERTIFIED
Me9e91db29f26679b,U1.L1.U1.L1m.L1m,5,"[[-188,33],[-57,10]]",1,true,LOXODROMIC,-178,0,10.3635039742525,0,2.8421709430404e-14,L1.U1.L1m.L1m.U1,L1.L1.U1m.L1m.U1m,U1.L1.U1.L1m.L1m,1,,1,PRIMITIVE_WITHIN_WORD_BALL_NOT_GROUP_CERTIFIED,O30e2b01f7efeb957,CANONICAL,1,40,GLOBAL_CUSP_SCATTERING_TERMS_NOT_COMPUTED,SYMBOLIC_CYCLIC_CLASS_ONLY_NOT_FULL_GROUP_CONJUGACY,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION,NUMERICALLY_CERTIFIED
Mb8ad6f4de6a0e48e,U1.U1.L1m.U1m.L1m,5,"[[-188,57],[-33,10]]",1,true,LOXODROMIC,-178,0,10.3635039742525,0,2.8421709430404e-14,L1m.U1.U1.L1m.U1m,L1.U1.L1.U1m.U1m,U1.U1.L1m.U1m.L1m,1,,1,PRIMITIVE_WITHIN_WORD_BALL_NOT_GROUP_CERTIFIED,Odd354f218fe04fb7,CANONICAL,1,40,GLOBAL_CUSP_SCATTERING_TERMS_NOT_COMPUTED,SYMBOLIC_CYCLIC_CLASS_ONLY_NOT_FULL_GROUP_CONJUGACY,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION,NUMERICALLY_CERTIFIED
M1d081bb76bcba721,U1m.U1m.Li.Uim.L1,5,"[[-179-27i,-60-3i],[30+3i,10]]",1,true,LOXODROMIC,-169,-27,10.2849365532946,0.316870227589821,2.8421709430404e-14,L1.U1m.U1m.Li.Uim,L1.U1m.U1m.Li.Uim,U1m.U1m.Li.Uim.L1,1,,1,PRIMITIVE_WITHIN_WORD_BALL_NOT_GROUP_CERTIFIED,O504d70cae59c1162,CANONICAL,1,80,GLOBAL_CUSP_SCATTERING_TERMS_NOT_COMPUTED,SYMBOLIC_CYCLIC_CLASS_ONLY_NOT_FULL_GROUP_CONJUGACY,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION,NUMERICALLY_CERTIFIED
M7968c803d82388cf,U1m.Li.Uim.L1.L1,5,"[[-179-27i,-30-3i],[60+3i,10]]",1,true,LOXODROMIC,-169,-27,10.2849365532946,0.316870227589821,2.8421709430404e-14,L1.L1.U1m.Li.Uim,L1.L1.U1m.Li.Uim,U1m.Li.Uim.L1.L1,1,,1,PRIMITIVE_WITHIN_WORD_BALL_NOT_GROUP_CERTIFIED,O483cc2dc3781e462,CANONICAL,1,80,GLOBAL_CUSP_SCATTERING_TERMS_NOT_COMPUTED,SYMBOLIC_CYCLIC_CLASS_ONLY_NOT_FULL_GROUP_CONJUGACY,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION,NUMERICALLY_CERTIFIED
